months_as_customer,age,policy_number,policy_bind_year,policy_state,policy_csl,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,incident_type,collision_type,incident_severity,total_claim_amount,vehicle_type,fraud_reported
239,30,664749,2022,OH,100/300,1000,767,MALE,High School,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,12886,Sports Car,N
177,51,567016,2012,IN,250/500,500,969,MALE,Associate,sales,Parked Car,Rear Collision,Minor Damage,5212,SUV,N
267,42,178222,2021,IL,100/300,2000,989,MALE,College,craft-repair,Vehicle Theft,Side Collision,Minor Damage,37523,Truck,N
341,24,736308,2012,IN,500/1000,2000,1498,FEMALE,Associate,sales,Vehicle Theft,Rear Collision,Major Damage,19905,SUV,N
282,69,910658,2011,IL,250/500,500,1465,FEMALE,Masters,craft-repair,Multi-vehicle Collision,Side Collision,Minor Damage,24058,Sports Car,N
63,21,893153,2011,IN,250/500,500,821,FEMALE,College,sales,Single Vehicle Collision,Side Collision,Total Loss,3080,Sports Car,N
217,25,644897,2007,IN,250/500,1000,1235,FEMALE,PhD,tech-support,Vehicle Theft,Side Collision,Major Damage,34675,Sedan,Y
342,37,754801,2005,IN,500/1000,500,1604,MALE,Masters,exec-managerial,Single Vehicle Collision,Rear Collision,Total Loss,24007,Truck,Y
315,46,303981,2008,IL,250/500,500,944,FEMALE,Associate,craft-repair,Vehicle Theft,Side Collision,Major Damage,19105,Sports Car,N
283,71,204211,2009,IL,100/300,500,470,FEMALE,Associate,prof-specialty,Parked Car,Front Collision,Total Loss,32279,Truck,Y
177,70,286321,2005,IN,100/300,1000,1991,FEMALE,Associate,prof-specialty,Multi-vehicle Collision,Front Collision,Minor Damage,48815,SUV,N
98,68,542111,2019,OH,250/500,500,1528,MALE,High School,tech-support,Single Vehicle Collision,Rear Collision,Minor Damage,19946,Sports Car,N
105,62,587689,2009,IN,250/500,2000,1623,MALE,Masters,sales,Single Vehicle Collision,Front Collision,Minor Damage,2639,Sedan,N
99,63,960952,2017,IL,500/1000,1000,1524,FEMALE,College,sales,Parked Car,Front Collision,Total Loss,14502,Sports Car,N
385,27,556956,2012,IN,500/1000,1000,1167,FEMALE,Associate,tech-support,Vehicle Theft,Front Collision,Major Damage,39958,Sedan,Y
311,60,950741,2012,IL,500/1000,2000,706,MALE,Associate,prof-specialty,Single Vehicle Collision,Rear Collision,Major Damage,30363,Truck,Y
6,51,129984,2009,IL,250/500,2000,776,FEMALE,High School,prof-specialty,Vehicle Theft,Rear Collision,Major Damage,5736,Sedan,N
197,74,743235,2013,IL,500/1000,2000,1054,FEMALE,College,sales,Parked Car,Front Collision,Minor Damage,18473,SUV,N
351,43,829182,2005,IN,500/1000,500,1077,FEMALE,Masters,craft-repair,Multi-vehicle Collision,Rear Collision,Total Loss,36019,SUV,Y
133,58,105901,2008,IL,100/300,2000,798,FEMALE,PhD,exec-managerial,Single Vehicle Collision,Side Collision,Major Damage,44062,SUV,Y
358,66,262624,2007,IL,500/1000,500,620,MALE,High School,craft-repair,Vehicle Theft,Front Collision,Total Loss,23087,Sports Car,N
259,20,322317,2006,IN,100/300,1000,581,MALE,Masters,prof-specialty,Single Vehicle Collision,Rear Collision,Major Damage,30489,SUV,Y
23,73,393199,2012,IL,100/300,1000,706,MALE,PhD,craft-repair,Vehicle Theft,Rear Collision,Minor Damage,38820,SUV,Y
53,23,793045,2013,IN,500/1000,2000,921,FEMALE,Associate,exec-managerial,Vehicle Theft,Front Collision,Total Loss,21325,Sports Car,N
165,22,245788,2006,IL,100/300,500,1819,FEMALE,Associate,craft-repair,Vehicle Theft,Rear Collision,Major Damage,2271,Truck,Y
202,22,738387,2018,OH,250/500,2000,1413,MALE,College,craft-repair,Parked Car,Front Collision,Major Damage,20414,SUV,Y
83,71,635426,2018,OH,250/500,2000,403,MALE,PhD,craft-repair,Multi-vehicle Collision,Rear Collision,Major Damage,26220,SUV,N
145,64,790658,2008,IL,500/1000,500,1262,MALE,Associate,craft-repair,Single Vehicle Collision,Side Collision,Major Damage,46466,Sports Car,Y
85,40,123429,2010,OH,250/500,2000,1247,FEMALE,Associate,tech-support,Multi-vehicle Collision,Front Collision,Minor Damage,44425,Truck,N
78,66,674488,2015,IN,100/300,1000,1203,MALE,College,prof-specialty,Vehicle Theft,Side Collision,Major Damage,11387,Truck,N
366,26,302380,2007,OH,250/500,2000,1704,FEMALE,Masters,exec-managerial,Vehicle Theft,Front Collision,Major Damage,13279,Truck,N
1,52,541460,2012,IL,500/1000,500,614,FEMALE,Associate,prof-specialty,Multi-vehicle Collision,Rear Collision,Minor Damage,29584,Sports Car,N
51,37,872577,2007,IL,500/1000,500,1371,MALE,High School,tech-support,Multi-vehicle Collision,Side Collision,Major Damage,46783,Sedan,Y
173,66,345127,2018,IN,100/300,1000,1843,MALE,High School,tech-support,Single Vehicle Collision,Rear Collision,Total Loss,41809,Sedan,Y
205,59,987700,2017,IL,500/1000,500,500,FEMALE,Masters,tech-support,Vehicle Theft,Front Collision,Total Loss,43476,SUV,Y
260,52,860801,2017,IN,250/500,500,1362,MALE,PhD,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,12857,SUV,N
369,67,117347,2006,OH,500/1000,1000,1944,MALE,College,craft-repair,Parked Car,Front Collision,Minor Damage,44261,SUV,Y
288,35,772280,2017,OH,100/300,2000,972,FEMALE,High School,prof-specialty,Vehicle Theft,Front Collision,Minor Damage,10052,Sedan,N
34,34,656110,2010,IN,500/1000,1000,1732,FEMALE,High School,sales,Vehicle Theft,Front Collision,Minor Damage,18995,Sports Car,N
348,41,664396,2020,IN,250/500,2000,1057,FEMALE,Masters,exec-managerial,Single Vehicle Collision,Side Collision,Major Damage,15580,SUV,N
95,20,582315,2006,IL,100/300,1000,1338,FEMALE,PhD,tech-support,Parked Car,Front Collision,Major Damage,20240,Sports Car,N
72,49,107967,2012,OH,250/500,2000,1933,FEMALE,PhD,prof-specialty,Single Vehicle Collision,Rear Collision,Total Loss,19910,SUV,N
39,52,997151,2021,IN,100/300,1000,1486,MALE,Masters,tech-support,Parked Car,Side Collision,Minor Damage,12216,Sports Car,N
154,55,636159,2006,OH,500/1000,2000,625,FEMALE,High School,tech-support,Single Vehicle Collision,Rear Collision,Major Damage,40997,Sports Car,Y
250,30,325371,2014,IN,100/300,1000,504,FEMALE,College,tech-support,Parked Car,Front Collision,Major Damage,48111,Sedan,Y
162,73,308524,2020,OH,100/300,2000,1171,FEMALE,High School,tech-support,Parked Car,Rear Collision,Major Damage,26911,Sports Car,Y
118,64,829630,2010,IL,500/1000,1000,1848,MALE,PhD,tech-support,Parked Car,Side Collision,Minor Damage,36866,Truck,Y
259,42,264685,2006,OH,250/500,500,1678,FEMALE,High School,exec-managerial,Multi-vehicle Collision,Side Collision,Minor Damage,17438,Sedan,N
379,26,652467,2006,OH,500/1000,2000,828,FEMALE,College,prof-specialty,Vehicle Theft,Side Collision,Total Loss,9865,SUV,Y
306,21,351537,2017,OH,100/300,1000,833,FEMALE,Associate,tech-support,Parked Car,Rear Collision,Minor Damage,18557,Sedan,N
268,31,807548,2019,OH,500/1000,2000,1630,MALE,High School,tech-support,Multi-vehicle Collision,Side Collision,Major Damage,14211,Truck,N
54,54,941531,2006,OH,100/300,2000,1451,FEMALE,Masters,tech-support,Multi-vehicle Collision,Rear Collision,Total Loss,35268,Truck,Y
236,51,659550,2011,IL,500/1000,1000,1081,FEMALE,Associate,tech-support,Single Vehicle Collision,Front Collision,Minor Damage,5646,Sports Car,Y
389,28,964645,2007,IN,500/1000,2000,1759,FEMALE,Masters,craft-repair,Vehicle Theft,Front Collision,Minor Damage,44816,Truck,N
222,58,479551,2012,OH,250/500,1000,987,MALE,Masters,craft-repair,Vehicle Theft,Rear Collision,Minor Damage,25924,Truck,Y
251,73,571082,2018,IL,100/300,500,1492,MALE,Masters,sales,Single Vehicle Collision,Side Collision,Minor Damage,46112,Truck,Y
313,20,972701,2011,OH,250/500,2000,1265,MALE,High School,tech-support,Vehicle Theft,Rear Collision,Major Damage,11910,Truck,Y
112,45,160545,2011,OH,100/300,500,1145,MALE,PhD,sales,Single Vehicle Collision,Rear Collision,Minor Damage,3778,SUV,N
255,46,334555,2005,IN,500/1000,2000,1936,FEMALE,Associate,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,47752,SUV,Y
303,26,323894,2021,OH,100/300,2000,1590,FEMALE,College,sales,Multi-vehicle Collision,Front Collision,Major Damage,21441,Sedan,N
207,20,827506,2013,IL,250/500,2000,1263,MALE,PhD,prof-specialty,Parked Car,Rear Collision,Major Damage,7190,Sports Car,Y
229,42,402066,2017,IL,250/500,1000,767,MALE,High School,craft-repair,Single Vehicle Collision,Front Collision,Total Loss,17304,SUV,Y
341,51,667201,2021,IN,250/500,500,650,FEMALE,Masters,craft-repair,Multi-vehicle Collision,Rear Collision,Major Damage,41765,Truck,Y
398,29,459177,2014,OH,100/300,2000,1258,FEMALE,College,tech-support,Multi-vehicle Collision,Front Collision,Minor Damage,29289,Sports Car,N
66,59,466936,2014,IL,250/500,1000,1255,MALE,Associate,tech-support,Single Vehicle Collision,Rear Collision,Total Loss,46788,SUV,Y
75,26,350497,2008,OH,250/500,2000,1593,MALE,PhD,exec-managerial,Multi-vehicle Collision,Rear Collision,Minor Damage,6747,Sedan,N
103,32,543057,2012,OH,250/500,1000,1513,MALE,PhD,exec-managerial,Vehicle Theft,Side Collision,Major Damage,11286,Truck,N
192,57,801692,2022,OH,500/1000,2000,960,MALE,College,prof-specialty,Multi-vehicle Collision,Side Collision,Minor Damage,2045,Sports Car,N
252,42,585278,2018,IN,500/1000,500,1869,FEMALE,High School,tech-support,Single Vehicle Collision,Rear Collision,Total Loss,31742,SUV,Y
226,22,256104,2022,OH,100/300,500,693,MALE,Associate,tech-support,Vehicle Theft,Rear Collision,Total Loss,9758,Sports Car,N
294,28,793206,2018,IL,100/300,2000,1318,MALE,College,exec-managerial,Vehicle Theft,Rear Collision,Minor Damage,25437,SUV,N
306,51,814834,2019,OH,250/500,1000,1573,FEMALE,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Minor Damage,21585,Sedan,N
98,41,144936,2008,IL,500/1000,2000,1555,FEMALE,Associate,exec-managerial,Parked Car,Side Collision,Minor Damage,35223,Truck,N
338,32,785154,2017,OH,250/500,1000,832,FEMALE,PhD,craft-repair,Vehicle Theft,Front Collision,Total Loss,11854,Sedan,N
286,55,816948,2012,IL,250/500,2000,458,FEMALE,College,sales,Single Vehicle Collision,Rear Collision,Major Damage,19349,Truck,Y
335,25,302056,2022,IL,500/1000,1000,1368,FEMALE,PhD,sales,Parked Car,Side Collision,Minor Damage,32692,Truck,N
347,22,325469,2016,OH,500/1000,500,1235,MALE,PhD,tech-support,Parked Car,Rear Collision,Major Damage,23348,Sports Car,N
308,65,128141,2018,OH,500/1000,2000,598,MALE,PhD,craft-repair,Vehicle Theft,Rear Collision,Total Loss,36296,SUV,Y
249,43,237478,2006,IL,100/300,500,614,MALE,High School,exec-managerial,Multi-vehicle Collision,Front Collision,Minor Damage,37744,Sedan,Y
166,35,197359,2022,IN,100/300,500,1297,FEMALE,PhD,tech-support,Parked Car,Rear Collision,Minor Damage,21455,Sedan,N
335,23,254363,2006,OH,250/500,2000,1984,MALE,Masters,craft-repair,Multi-vehicle Collision,Rear Collision,Total Loss,15288,Sedan,Y
30,54,665856,2015,IN,100/300,2000,871,FEMALE,Masters,prof-specialty,Vehicle Theft,Front Collision,Minor Damage,8387,Sports Car,N
247,65,721827,2013,OH,500/1000,1000,646,MALE,Associate,craft-repair,Single Vehicle Collision,Front Collision,Major Damage,37289,Sports Car,Y
106,30,671139,2016,OH,500/1000,1000,781,MALE,PhD,tech-support,Parked Car,Front Collision,Total Loss,41293,Sports Car,Y
51,45,593158,2021,OH,100/300,500,1390,FEMALE,PhD,sales,Single Vehicle Collision,Front Collision,Total Loss,35894,Truck,Y
81,22,679111,2019,OH,250/500,1000,1662,FEMALE,College,exec-managerial,Multi-vehicle Collision,Side Collision,Minor Damage,25016,Sedan,Y
133,30,123312,2021,IN,250/500,1000,1326,MALE,High School,prof-specialty,Multi-vehicle Collision,Side Collision,Total Loss,48116,Truck,Y
285,34,527387,2022,OH,100/300,2000,1790,MALE,Associate,craft-repair,Single Vehicle Collision,Side Collision,Minor Damage,42484,Sedan,N
388,67,534995,2010,IL,250/500,1000,1591,MALE,PhD,tech-support,Vehicle Theft,Rear Collision,Minor Damage,32215,Sedan,Y
138,57,824188,2021,IL,250/500,500,959,MALE,College,tech-support,Vehicle Theft,Front Collision,Total Loss,18102,SUV,N
184,62,600531,2022,IN,250/500,1000,1474,MALE,High School,exec-managerial,Parked Car,Front Collision,Minor Damage,5404,Sedan,N
330,49,985155,2012,OH,500/1000,500,1088,FEMALE,Associate,tech-support,Parked Car,Side Collision,Major Damage,39260,Sports Car,Y
273,46,898843,2013,IL,500/1000,2000,779,FEMALE,Associate,tech-support,Vehicle Theft,Rear Collision,Major Damage,37111,Sports Car,Y
340,68,596037,2010,IN,100/300,500,873,FEMALE,PhD,exec-managerial,Vehicle Theft,Rear Collision,Minor Damage,2106,Sports Car,N
69,20,349062,2009,OH,500/1000,1000,1503,FEMALE,Associate,prof-specialty,Single Vehicle Collision,Rear Collision,Major Damage,17195,SUV,N
34,73,943441,2016,IL,250/500,2000,1096,MALE,College,sales,Multi-vehicle Collision,Side Collision,Minor Damage,48009,SUV,N
262,57,508638,2015,IL,500/1000,1000,1790,MALE,Associate,sales,Multi-vehicle Collision,Rear Collision,Major Damage,29153,Truck,N
53,51,535684,2005,IN,100/300,2000,1884,FEMALE,Masters,craft-repair,Parked Car,Rear Collision,Total Loss,31605,Sedan,Y
205,57,656659,2015,OH,500/1000,2000,1310,MALE,College,prof-specialty,Vehicle Theft,Rear Collision,Minor Damage,47343,Sedan,Y
126,44,157022,2013,OH,250/500,1000,1962,FEMALE,High School,craft-repair,Single Vehicle Collision,Front Collision,Minor Damage,39569,Sports Car,Y
235,30,433373,2006,IL,250/500,1000,1875,MALE,High School,sales,Parked Car,Side Collision,Minor Damage,7580,Sports Car,N
43,62,199071,2016,IL,100/300,2000,1887,MALE,PhD,exec-managerial,Single Vehicle Collision,Front Collision,Minor Damage,7400,Sports Car,N
240,50,282268,2008,IL,500/1000,2000,1359,MALE,PhD,tech-support,Vehicle Theft,Front Collision,Minor Damage,41643,Sports Car,Y
371,23,458918,2008,OH,500/1000,1000,877,FEMALE,Masters,sales,Vehicle Theft,Side Collision,Minor Damage,32649,Sports Car,N
111,41,589626,2022,IN,500/1000,500,1403,FEMALE,High School,prof-specialty,Vehicle Theft,Front Collision,Total Loss,32496,Sports Car,Y
249,36,388859,2019,IN,250/500,1000,1325,FEMALE,High School,sales,Multi-vehicle Collision,Rear Collision,Total Loss,22637,Sedan,N
151,33,914037,2017,OH,100/300,2000,1843,FEMALE,High School,prof-specialty,Vehicle Theft,Rear Collision,Major Damage,43424,SUV,Y
183,57,724141,2021,IN,500/1000,1000,1106,MALE,High School,prof-specialty,Parked Car,Rear Collision,Minor Damage,41015,Sports Car,Y
336,45,655462,2010,IL,250/500,500,1637,MALE,Associate,prof-specialty,Multi-vehicle Collision,Rear Collision,Major Damage,8177,Sedan,N
95,50,597660,2020,IN,250/500,1000,1792,MALE,College,craft-repair,Single Vehicle Collision,Side Collision,Major Damage,9269,Sports Car,N
374,65,176373,2016,IN,250/500,2000,1253,MALE,College,exec-managerial,Parked Car,Front Collision,Total Loss,16974,Truck,N
8,58,955684,2009,IN,500/1000,1000,1537,FEMALE,Masters,sales,Parked Car,Front Collision,Major Damage,16037,Truck,N
388,30,293021,2021,IL,500/1000,2000,1416,MALE,Associate,exec-managerial,Single Vehicle Collision,Rear Collision,Total Loss,20756,Sedan,N
360,60,293718,2005,OH,500/1000,2000,1153,MALE,High School,tech-support,Multi-vehicle Collision,Rear Collision,Major Damage,18167,SUV,N
388,62,694305,2014,IL,500/1000,1000,902,MALE,High School,sales,Parked Car,Front Collision,Minor Damage,25218,Truck,N
184,42,163037,2019,OH,500/1000,2000,1216,FEMALE,PhD,exec-managerial,Parked Car,Side Collision,Major Damage,27167,Truck,N
281,70,714106,2015,OH,500/1000,2000,987,FEMALE,PhD,exec-managerial,Parked Car,Front Collision,Total Loss,45148,SUV,Y
195,59,630836,2017,OH,500/1000,500,1734,FEMALE,Masters,tech-support,Multi-vehicle Collision,Rear Collision,Total Loss,8617,Truck,N
352,53,741269,2009,IN,500/1000,500,1892,MALE,High School,prof-specialty,Multi-vehicle Collision,Rear Collision,Total Loss,23534,Sports Car,N
195,44,334213,2005,IN,500/1000,500,1107,FEMALE,Masters,sales,Multi-vehicle Collision,Side Collision,Major Damage,27459,SUV,N
155,55,304366,2016,OH,250/500,500,1467,MALE,Associate,sales,Parked Car,Front Collision,Major Damage,22542,Truck,N
93,24,602420,2015,OH,500/1000,2000,1838,MALE,College,tech-support,Vehicle Theft,Side Collision,Total Loss,2303,SUV,N
160,22,254249,2021,IN,100/300,1000,1669,MALE,High School,prof-specialty,Single Vehicle Collision,Side Collision,Minor Damage,31756,Sports Car,N
61,60,386166,2008,IL,250/500,2000,1507,FEMALE,Associate,sales,Vehicle Theft,Rear Collision,Minor Damage,14683,Truck,N
122,62,730585,2019,OH,500/1000,2000,606,FEMALE,High School,sales,Multi-vehicle Collision,Front Collision,Major Damage,34695,Sedan,Y
51,74,760902,2013,IL,100/300,2000,550,MALE,PhD,sales,Parked Car,Rear Collision,Major Damage,13025,Truck,N
277,68,322084,2016,IN,500/1000,1000,1067,MALE,Masters,prof-specialty,Parked Car,Front Collision,Total Loss,22890,Truck,N
5,48,589536,2009,OH,100/300,500,927,FEMALE,PhD,tech-support,Vehicle Theft,Rear Collision,Major Damage,20715,Sports Car,N
92,40,160428,2014,IL,100/300,2000,564,FEMALE,College,sales,Vehicle Theft,Rear Collision,Major Damage,6561,Sedan,N
170,59,778100,2021,IL,100/300,2000,1316,FEMALE,PhD,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,34847,Sedan,Y
317,27,421497,2009,IL,100/300,500,1568,MALE,High School,prof-specialty,Parked Car,Front Collision,Total Loss,38531,Sedan,Y
22,49,737420,2020,IN,250/500,2000,1409,MALE,PhD,craft-repair,Vehicle Theft,Rear Collision,Major Damage,29407,Sports Car,N
326,60,287604,2011,IN,250/500,1000,436,MALE,High School,tech-support,Single Vehicle Collision,Front Collision,Minor Damage,23580,Sports Car,N
1,70,640340,2013,IL,100/300,2000,732,FEMALE,College,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,12169,Sports Car,N
133,47,200689,2007,IL,500/1000,2000,802,FEMALE,PhD,sales,Vehicle Theft,Front Collision,Minor Damage,19116,Sports Car,N
233,56,802436,2019,IN,100/300,500,813,FEMALE,Masters,craft-repair,Multi-vehicle Collision,Rear Collision,Minor Damage,38744,Sports Car,N
12,48,546636,2020,IL,250/500,2000,444,MALE,Masters,tech-support,Single Vehicle Collision,Rear Collision,Minor Damage,24043,Sedan,N
346,35,756031,2022,IL,500/1000,2000,1825,MALE,Masters,prof-specialty,Multi-vehicle Collision,Rear Collision,Total Loss,4124,SUV,Y
46,53,362307,2018,IN,250/500,1000,605,FEMALE,PhD,craft-repair,Parked Car,Side Collision,Total Loss,41420,Sports Car,Y
34,19,403568,2007,IL,250/500,500,461,MALE,PhD,craft-repair,Parked Car,Front Collision,Total Loss,40051,SUV,Y
78,31,602754,2016,IL,500/1000,500,819,FEMALE,PhD,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,9176,Truck,N
218,30,563547,2013,IL,100/300,1000,1267,MALE,High School,tech-support,Parked Car,Side Collision,Total Loss,27774,Truck,Y
301,46,503850,2011,IN,100/300,2000,1891,FEMALE,College,exec-managerial,Single Vehicle Collision,Rear Collision,Total Loss,20676,Sports Car,Y
73,29,235870,2013,IL,100/300,500,1219,MALE,Masters,exec-managerial,Parked Car,Side Collision,Major Damage,47177,Truck,Y
282,56,384564,2017,IN,100/300,500,418,MALE,High School,sales,Multi-vehicle Collision,Rear Collision,Major Damage,26760,SUV,N
249,19,610259,2022,IN,500/1000,2000,764,FEMALE,Masters,prof-specialty,Multi-vehicle Collision,Rear Collision,Minor Damage,47087,Truck,N
47,49,744863,2009,OH,500/1000,2000,1723,FEMALE,High School,craft-repair,Multi-vehicle Collision,Side Collision,Major Damage,2997,Truck,N
121,30,882518,2017,OH,500/1000,500,1430,FEMALE,PhD,tech-support,Vehicle Theft,Side Collision,Major Damage,45769,SUV,Y
214,63,391444,2008,IL,250/500,2000,827,FEMALE,Masters,prof-specialty,Multi-vehicle Collision,Front Collision,Total Loss,39432,Truck,Y
239,44,976313,2006,IN,500/1000,500,1540,FEMALE,PhD,prof-specialty,Single Vehicle Collision,Front Collision,Minor Damage,15117,Sports Car,N
56,66,110749,2020,OH,100/300,2000,979,MALE,Masters,tech-support,Parked Car,Side Collision,Minor Damage,13231,SUV,N
350,58,728419,2013,IL,250/500,2000,1930,FEMALE,Associate,prof-specialty,Parked Car,Front Collision,Major Damage,31751,SUV,Y
107,34,780481,2013,OH,100/300,1000,945,FEMALE,High School,sales,Vehicle Theft,Side Collision,Total Loss,9440,Sedan,N
319,57,399631,2010,OH,100/300,2000,724,FEMALE,Associate,prof-specialty,Vehicle Theft,Front Collision,Total Loss,21911,Sedan,N
48,48,325019,2015,IN,500/1000,1000,454,MALE,High School,sales,Single Vehicle Collision,Rear Collision,Total Loss,45986,SUV,Y
61,51,526577,2005,IN,500/1000,2000,1177,FEMALE,College,craft-repair,Multi-vehicle Collision,Front Collision,Total Loss,17608,SUV,N
337,41,907655,2008,OH,100/300,500,1391,FEMALE,Masters,craft-repair,Vehicle Theft,Rear Collision,Major Damage,31665,Sedan,Y
26,62,697218,2017,OH,100/300,500,441,FEMALE,College,exec-managerial,Parked Car,Rear Collision,Total Loss,29157,Sports Car,Y
292,52,769416,2017,IN,250/500,2000,1720,MALE,College,sales,Vehicle Theft,Front Collision,Minor Damage,30779,Truck,N
257,65,390524,2017,IL,500/1000,2000,630,MALE,High School,craft-repair,Vehicle Theft,Side Collision,Minor Damage,31968,Truck,N
8,23,912467,2006,IN,250/500,500,852,FEMALE,Associate,prof-specialty,Multi-vehicle Collision,Rear Collision,Major Damage,29387,Truck,N
113,36,917052,2013,OH,250/500,2000,793,MALE,PhD,tech-support,Vehicle Theft,Rear Collision,Total Loss,6090,SUV,Y
355,47,356553,2012,IL,250/500,1000,1945,FEMALE,High School,tech-support,Single Vehicle Collision,Front Collision,Total Loss,26945,Sports Car,N
253,24,548532,2011,OH,100/300,1000,1781,MALE,PhD,sales,Parked Car,Side Collision,Total Loss,42239,Sedan,Y
180,27,819401,2008,IL,250/500,1000,1867,FEMALE,College,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,5743,Sports Car,Y
207,58,479504,2022,OH,250/500,1000,1551,MALE,PhD,prof-specialty,Parked Car,Front Collision,Major Damage,32924,Sports Car,Y
303,49,153352,2007,IL,100/300,1000,1090,FEMALE,Associate,sales,Single Vehicle Collision,Side Collision,Total Loss,12196,Truck,N
127,51,524127,2010,IL,500/1000,2000,1828,FEMALE,High School,tech-support,Single Vehicle Collision,Front Collision,Major Damage,28279,Sedan,N
56,45,263856,2016,OH,500/1000,2000,791,MALE,Associate,sales,Vehicle Theft,Front Collision,Total Loss,41776,Sports Car,Y
214,32,103191,2016,IL,250/500,1000,1616,FEMALE,Associate,prof-specialty,Vehicle Theft,Front Collision,Total Loss,5324,Sedan,N
14,47,976968,2012,IN,100/300,2000,1003,FEMALE,High School,craft-repair,Vehicle Theft,Rear Collision,Minor Damage,43400,SUV,N
28,54,728864,2005,OH,500/1000,2000,1280,FEMALE,Associate,prof-specialty,Parked Car,Rear Collision,Major Damage,21641,Truck,N
78,46,295713,2008,IN,250/500,1000,1501,FEMALE,Masters,craft-repair,Single Vehicle Collision,Rear Collision,Minor Damage,29482,Sedan,N
216,39,542939,2015,OH,250/500,2000,484,MALE,Masters,craft-repair,Multi-vehicle Collision,Front Collision,Major Damage,34994,SUV,Y
386,21,103631,2007,IL,100/300,2000,1453,FEMALE,Masters,craft-repair,Vehicle Theft,Rear Collision,Total Loss,16863,SUV,N
365,37,237244,2017,IL,250/500,2000,448,MALE,PhD,sales,Parked Car,Rear Collision,Total Loss,39486,SUV,Y
154,49,404224,2021,IL,500/1000,1000,1568,MALE,Associate,tech-support,Vehicle Theft,Rear Collision,Major Damage,40440,Sports Car,Y
14,53,320169,2014,OH,100/300,2000,468,MALE,High School,sales,Single Vehicle Collision,Front Collision,Minor Damage,26111,Sports Car,Y
187,67,714641,2016,IN,500/1000,500,1481,MALE,High School,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,5199,Truck,N
312,21,513497,2019,IN,500/1000,500,1096,FEMALE,PhD,prof-specialty,Single Vehicle Collision,Front Collision,Major Damage,40038,Truck,Y
371,44,652959,2014,OH,500/1000,1000,1997,FEMALE,High School,exec-managerial,Parked Car,Rear Collision,Total Loss,47518,SUV,Y
7,34,747099,2018,OH,250/500,500,878,MALE,Masters,prof-specialty,Vehicle Theft,Side Collision,Minor Damage,9897,Truck,Y
3,29,806791,2017,IN,250/500,1000,1219,FEMALE,Associate,sales,Single Vehicle Collision,Rear Collision,Major Damage,43432,Sports Car,Y
111,39,321972,2009,IN,500/1000,500,1868,MALE,High School,sales,Parked Car,Rear Collision,Minor Damage,16892,Truck,N
238,34,877499,2010,IN,500/1000,500,1719,FEMALE,High School,tech-support,Vehicle Theft,Front Collision,Minor Damage,10271,Sedan,N
363,27,489878,2006,IN,100/300,500,1594,FEMALE,College,sales,Multi-vehicle Collision,Front Collision,Major Damage,39926,Sports Car,Y
239,71,848321,2021,OH,100/300,1000,1998,FEMALE,College,craft-repair,Single Vehicle Collision,Rear Collision,Minor Damage,26815,SUV,N
274,18,608679,2008,OH,250/500,1000,546,MALE,College,sales,Vehicle Theft,Rear Collision,Total Loss,47612,SUV,Y
294,39,521818,2018,IL,250/500,2000,1907,MALE,Associate,tech-support,Vehicle Theft,Side Collision,Total Loss,35357,Truck,Y
227,43,844149,2014,IN,100/300,1000,1729,FEMALE,Masters,tech-support,Vehicle Theft,Side Collision,Total Loss,11552,Sports Car,N
371,73,937831,2007,IL,500/1000,500,1415,MALE,Masters,craft-repair,Vehicle Theft,Front Collision,Total Loss,18267,SUV,N
15,35,778832,2007,OH,250/500,500,1008,MALE,Masters,tech-support,Single Vehicle Collision,Side Collision,Minor Damage,20268,SUV,N
192,67,804590,2019,OH,500/1000,1000,845,FEMALE,Associate,exec-managerial,Vehicle Theft,Side Collision,Total Loss,16263,Sports Car,N
119,31,107099,2010,IL,100/300,1000,620,MALE,Associate,prof-specialty,Parked Car,Front Collision,Major Damage,7399,Sports Car,N
28,64,873974,2021,IN,250/500,1000,1978,FEMALE,College,sales,Single Vehicle Collision,Side Collision,Total Loss,31811,SUV,Y
202,46,518647,2016,IN,250/500,2000,1801,FEMALE,High School,exec-managerial,Vehicle Theft,Rear Collision,Major Damage,31006,Truck,Y
39,29,680780,2015,IN,100/300,500,1689,FEMALE,PhD,sales,Single Vehicle Collision,Side Collision,Major Damage,43271,Truck,Y
